loan_status,loan_amnt,int_rate,installment,fico_range_low,total_pymnt,total_rec_prncp,last_pymnt_amnt,last_fico_range_high,last_fico_range_low
0,1725,0.25,68.58,660,2466.309156,1725,68.4,689,685
0,8175,0.16,285.76,665,10167.03444,8175,14.83,704,700
0,15000,0.16,524.33,660,16571.43338,15000,12914.11,689,685
0,15000,0.09,474.14,710,17061.83323,15000,474.09,629,625
0,4800,0.11,157.13,690,5651.660974,4800,157.97,614,610
0,10000,0.13,335.93,715,11400.787,10000,1016.3,744,740
0,6000,0.09,190.78,700,6566.564545,6000,3898.64,664,660
0,2000,0.13,67.19,680,2421.660182,2000,93.18,659,655
0,2400,0.14,82.6,660,2971.609196,2400,82.54,614,610
1,7000,0.11,229.14,680,6004.64,4407.36,239.39,499,0
0,18000,0.11,593.49,670,19926.58181,18000,12816.19,709,705
0,10000,0.13,339.31,665,10711.95774,10000,9022.9,619,615
0,7600,0.11,248.78,690,8734.316985,7600,3514.58,709,705
1,3725,0.2,138.42,695,1628.42,696.13,240,594,590
0,9000,0.09,284.49,800,10219.13085,9000,1404.24,714,710
0,35000,0.11,1154,675,41499.05392,35000,1153.73,739,735
0,8000,0.11,263.78,705,8752.803982,8000,6120.11,699,695
0,5000,0.13,167.97,715,6042.299708,5000,985.83,674,670
0,14400,0.16,503.36,665,18109.15671,14400,504.03,584,580
0,2500,0.18,90.37,770,3047.75638,2500,1485.08,679,675
0,40000,0.11,1309.36,710,44477.70064,40000,27393.47,734,730
0,21000,0.16,734.06,660,25398.64779,21000,147.25,774,770
1,3000,0.14,103.25,710,576.44,272.17,206.5,534,530
0,6500,0.13,218.36,660,7309.619558,6500,4693.92,709,705
0,15000,0.11,491.01,740,17175.73674,15000,7807.77,724,720
0,10000,0.11,329.72,680,11881.74226,10000,329.63,644,640
0,7000,0.09,222.57,675,7869.670085,7000,3187.36,739,735
0,4000,0.13,134.38,665,4834.472331,4000,134.01,659,655
0,10000,0.19,366.51,660,10515.66759,10000,760.65,569,565
0,8000,0.16,279.64,670,8097.01,8000,8103.94,694,690
0,14000,0.09,445.14,740,15915.20749,14000,3903.42,814,810
0,10000,0.09,320.29,700,10964.45092,10000,6805.95,719,715
0,30000,0.1,974.94,700,33135.28013,30000,20496.03,734,730
0,24000,0.08,751.97,705,27059.94817,24000,751.65,784,780
0,18000,0.05,542.07,690,18754.26245,18000,3054.9,699,695
0,18000,0.17,641.66,685,20795.79699,18000,13712.97,659,655
0,22875,0.09,727.32,780,25773.71845,22875,9056.78,734,730
0,22000,0.14,757.16,675,25366.27667,22000,14783.75,734,730
1,35000,0.13,1175.76,670,36517.07,29289.07,1175.76,534,530
0,10000,0.09,316.1,695,10569.68172,10000,8361.75,719,715
0,3000,0.17,106.95,705,3598.389444,3000,1890.02,754,750
0,15000,0.05,451.73,780,16257.52756,15000,451.41,764,760
1,2000,0.09,63.22,685,1575.25,1333.59,63.22,719,715
1,10000,0.14,341.73,700,6307.71,3935.13,341.73,559,555
0,24000,0.13,806.23,675,28961.59576,24000,3179.29,729,725
0,5000,0.11,164.86,715,5906.626292,5000,1128.88,569,565
0,10000,0.13,339.31,665,11242.29249,10000,7002.57,634,630
0,12000,0.1,389.98,705,13836.17126,12000,533.74,739,735
0,6000,0.14,205.04,665,7352.145595,6000,204.9,739,735
0,3200,0.08,99.68,750,3586.816607,3200,99.37,644,640
0,1200,0.18,43.38,705,1560.539427,1200,86.82,699,695
0,30000,0.09,953.86,680,34318.07399,30000,4733.43,664,660
0,16000,0.11,527.55,700,16636.40804,16000,15063.97,709,705
0,13000,0.19,476.47,675,17187.17765,13000,495.4,669,665
0,5000,0.17,178.24,695,6121.380185,5000,2511.3,699,695
0,1900,0.11,62.65,730,2256.420286,1900,62.46,694,690
1,15000,0.13,508.96,665,10214.11,7585.09,508.96,534,530
0,15000,0.1,487.47,740,17540.00852,15000,487.3,744,740
0,8000,0.16,279.64,710,8732.73708,8000,7061.83,764,760
0,4000,0.11,130.94,730,4711.227226,4000,130.77,664,660
0,9000,0.09,286.16,670,10296.72644,9000,571.79,654,650
0,40000,0.05,1204.6,755,43148.98268,40000,13010.34,774,770
0,10000,0.11,327.34,675,11239.34452,10000,5383.01,809,805
1,5000,0.19,183.26,670,2878.06,1490.06,183.26,594,590
0,7200,0.19,263.89,690,8405.387014,7200,3718.53,694,690
1,18000,0.11,593.49,680,4820.67,2146.41,593.49,594,590
0,18000,0.11,589.22,660,21200.57668,18000,588.87,689,685
0,4200,0.14,144.55,670,5200.313592,4200,144.44,714,710
0,10000,0.11,327.34,665,11374.47135,10000,5472.09,719,715
0,7000,0.19,256.56,660,9222.882591,7000,511.22,604,600
0,23750,0.14,817.39,685,29425.06847,23750,817.05,739,735
1,7200,0.11,237.4,680,7094.42,5821.65,237.4,679,675
0,10000,0.14,344.17,690,11434.20628,10000,279.71,624,620
0,35000,0.09,1120.99,765,40337.17504,35000,1120.98,754,750
0,9600,0.13,322.5,665,11380.96046,9600,3970.28,714,710
0,5000,0.14,170.87,660,6139.113286,5000,841.58,744,740
0,24000,0.11,791.32,715,25969.83702,24000,20331.02,804,800
1,12000,0.09,384.34,730,5383.12,3312.03,384.34,719,715
0,8000,0.08,250.66,680,8900.786779,8000,3139.16,734,730
1,15000,0.14,512.6,670,13010.77,8850.05,166.45,574,570
0,4000,0.11,131.89,660,4606.928087,4000,1947.8,659,655
0,15000,0.05,451.73,720,15521.42238,15000,12363.74,684,680
0,9000,0.11,294.61,715,10476.50328,9000,3122.24,734,730
0,5000,0.13,169.66,710,6083.058997,5000,169.32,584,580
1,35000,0.18,1265.16,675,18671.32,9653.36,1265.16,594,590
0,5000,0.13,167.97,715,5854.182818,5000,2498.33,614,610
1,5600,0.13,188.13,660,3473.22,2226.15,188.13,519,515
0,6000,0.13,201.56,690,6571.121696,6000,59.78,659,655
0,3500,0.17,124.77,665,4488.286357,3500,124.64,724,720
0,3000,0.09,96.09,680,3457.445497,3000,95.88,699,695
0,9600,0.11,316.53,665,11382.56384,9600,316.27,659,655
0,21600,0.09,691.82,700,24893.74644,21600,691.44,804,800
0,7000,0.09,222.57,690,7943.541819,7000,2160.22,684,680
0,2000,0.09,63.22,700,2274.909233,2000,63.16,714,710
1,15000,0.1,487.47,670,8033.26,2560.79,50,644,640
0,25000,0.14,860.41,665,30260.74129,25000,10491.43,744,740
1,9000,0.14,307.56,670,6002.98,3785.59,307.56,499,0
0,30000,0.11,982.02,700,34937.18491,30000,10405,769,765
0,25000,0.13,839.83,715,30296.72342,25000,851.8,549,545
0,11925,0.16,416.84,660,14522.76866,11925,337.59,754,750
0,15000,0.21,568.91,695,17439.26573,15000,12852.18,629,625
0,15000,0.14,512.6,665,17026.54734,15000,10869.53,709,705
0,14000,0.1,454.97,670,16428.72272,14000,906.71,734,730
0,10000,0.11,327.34,690,11778.12223,10000,327.33,539,535
0,20000,0.09,635.91,685,22882.42333,20000,635.56,729,725
0,4000,0.14,137.67,665,4952.649457,4000,137.42,609,605
0,15000,0.14,516.25,695,15380.72,15000,14876.55,674,670
1,26000,0.13,882.2,720,8017.73,5554.35,882.2,499,0
0,7000,0.17,249.54,715,8944.320326,7000,1687.85,689,685
1,2400,0.11,78.57,725,1884.21,1511.29,78.57,514,510
0,1500,0.14,51.26,660,1772.294445,1500,845.54,684,680
0,10000,0.09,320.29,715,11356.55299,10000,3995.15,744,740
0,13000,0.09,416.37,680,14227.27135,13000,47.43,689,685
0,9600,0.11,314.25,665,10621.46606,9600,6862.19,714,710
1,11650,0.09,370.42,700,12958.88,11282.63,370.42,649,645
0,9000,0.14,309.75,695,11123.00257,9000,1218.24,749,745
1,8000,0.11,261.88,690,6010.49,4343.17,538.76,499,0
1,10000,0.17,356.48,660,3319.57,1335.89,356.48,499,0
0,6000,0.1,194.99,665,7015.98722,6000,194.84,699,695
0,6000,0.13,201.56,675,6455.472382,6000,5050.37,809,805
0,10000,0.13,317.9,670,11807.91223,10000,303.3,664,660
1,35000,0.17,1247.68,665,13117.02,6323.87,1247.68,599,595
0,2500,0.09,80.08,690,2609.277822,2500,2283.55,654,650
0,1500,0.13,50.9,670,1831.089427,1500,50.71,674,670
1,19200,0.14,656.12,660,15761.8,11882.03,656.12,544,540
1,8000,0.14,273.39,665,6773.28,4487.68,273.39,519,515
0,18000,0.11,593.49,680,19000.6977,18000,16044.74,739,735
0,6500,0.09,206.67,745,7436.788192,6500,206.59,754,750
0,15000,0.14,512.6,720,16652.09396,15000,12050.35,709,705
1,12000,0.13,407.17,675,4575.19,2265.82,407.17,659,655
0,9600,0.08,300.79,740,10823.97022,9600,300.58,719,715
0,15000,0.14,516.25,710,17496.06213,15000,9248.14,714,710
0,25000,0.09,790.24,760,27580.21927,25000,14158.07,794,790
0,1200,0.18,43.38,695,1471.39384,1200,188.09,559,555
1,8975,0.17,319.94,660,3600.02,1615.67,655.88,519,515
0,11000,0.13,373.24,680,13428.17779,11000,373.02,779,775
0,3500,0.14,119.61,680,4307.085473,3500,119.38,689,685
0,7000,0.11,229.14,665,7602.57264,7000,5544.58,719,715
1,20000,0.09,640.57,685,6616.74,1805.09,640.57,499,0
0,21000,0.14,722.74,680,24925.53878,21000,11210.38,779,775
0,8500,0.11,280.26,735,8503.8,8500,8509.23,694,690
0,5300,0.09,168.52,685,5691.299906,5300,4008.75,719,715
0,9600,0.11,316.53,700,10175.67821,9600,8599.16,724,720
0,10000,0.08,313.32,790,11222.21929,10000,323.57,809,805
0,7500,0.11,247.29,720,8894.289037,7500,738.51,729,725
0,7000,0.09,222.57,665,8008.836946,7000,222.39,699,695
0,7000,0.13,235.16,660,8463.831122,7000,701.75,719,715
1,10000,0.14,344.17,670,5198.77,3649.94,344.17,499,0
0,35000,0.13,1187.57,670,38822.83708,35000,26973.37,759,755
0,15000,0.09,480.43,670,17287.32669,15000,480.19,754,750
0,16000,0.09,508.73,705,18067.71995,16000,5866.19,664,660
0,6500,0.11,214.32,660,7699.192009,6500,216.46,689,685
0,7200,0.14,247.8,665,8914.817587,7200,247.62,689,685
1,20000,0.11,659.43,690,13359.85,9144.54,659.43,514,510
0,5600,0.11,183.32,680,6124.444873,5600,2611.34,699,695
1,3600,0.14,123.9,665,2510.63,1606.36,123.9,514,510
0,12000,0.17,427.78,735,15388.42475,12000,427.45,669,665
0,40000,0.07,1234.91,735,44440.87055,40000,1234.55,754,750
0,10000,0.09,317.96,750,11101.70876,10000,2475.66,799,795
0,1000,0.18,36.15,665,1000.5,1000,1001.5,674,670
0,7000,0.22,268.75,660,8339.616502,7000,542.08,634,630
0,6000,0.13,203.59,675,7324.418453,6000,203.27,689,685
0,4200,0.14,144.55,680,5057.39101,4200,1880.67,689,685
0,10500,0.13,352.73,695,12525.49872,10500,3714.71,644,640
0,16000,0.13,542.89,790,19531.92712,16000,542.77,804,800
0,7000,0.09,222.57,695,7924.669771,7000,2784.76,699,695
1,10000,0.24,392.28,670,3672.46,1646.67,804.17,564,560
1,10000,0.11,329.72,660,6946.8,4849.24,329.72,559,555
0,10000,0.11,327.34,665,11778.12223,10000,327.33,704,700
0,2000,0.13,67.19,715,2327.543624,2000,1052.35,699,695
0,10000,0.24,392.28,670,14012.87625,10000,46.41,669,665
1,35000,0.2,1300.55,675,35436.91,23110.9,1300.55,594,590
0,10000,0.17,356.48,685,12218.97687,10000,316.42,659,655
0,18000,0.07,555.71,705,19968.96629,18000,3287.24,729,725
0,12000,0.11,395.66,670,13011.47928,12000,158.2,584,580
0,3000,0.16,104.87,725,3772.485611,3000,104.64,719,715
1,10000,0.11,327.34,690,2612.61,1947.63,327.34,704,700
0,7200,0.13,244.3,690,7738.321963,7200,6290.8,719,715
0,18000,0.07,555.71,710,19998.3883,18000,555.53,794,790
0,2000,0.17,71.3,665,2278.572328,2000,1631.21,669,665
0,18000,0.11,593.49,685,19992.00993,18000,12835.66,729,725
1,18000,0.11,593.49,675,10457.69,6758.59,593.49,499,0
0,6000,0.11,196.41,710,6351.798055,6000,5373.41,729,725
0,10000,0.13,335.93,660,12086.32287,10000,335.88,689,685
0,3500,0.09,112.1,670,3546.54,3500,3548.39,679,675
0,15000,0.14,516.25,680,16749.46966,15000,12115.3,674,670
1,23300,0.21,883.71,660,3244.59,466.45,883.71,499,0
1,8650,0.19,317.04,710,4811.91,2805.89,317.04,509,505
0,23025,0.22,883.99,765,23354.37,23025,23383.01,759,755
0,20000,0.1,649.96,715,21805.22498,20000,2067.48,694,690
0,3500,0.14,119.61,660,4305.028244,3500,119.37,684,680
0,2000,0.13,67.19,700,2388.04071,2000,63.53,724,720
0,20000,0.16,699.1,665,25150.23509,20000,699.06,564,560
0,5375,0.16,187.89,670,5730.835258,5375,4965.32,664,660
0,15000,0.1,487.47,665,16815.99892,15000,9016.72,639,635
0,35000,0.14,1196.05,690,39543.46348,35000,26312.73,719,715
0,5200,0.14,178.97,700,6291.010385,5200,2178.89,684,680
0,6000,0.14,206.5,665,7415.079906,6000,132.97,724,720
0,12000,0.07,370.48,700,12924.89901,12000,7372.36,774,770
1,24000,0.19,879.63,710,6544.72,3115.95,879.63,619,615
0,8000,0.17,285.19,680,9697.145529,8000,1704.39,724,720
0,32000,0.11,1047.49,660,37689.99031,32000,1047.38,689,685
1,12000,0.16,419.46,700,4263.79,1918.4,419.46,679,675
0,10000,0.13,339.31,665,12216.5466,10000,339.07,719,715
0,8000,0.19,293.21,675,9173.9771,8000,6543.53,669,665
0,15000,0.08,467.22,740,15701.90746,15000,12873.29,674,670
1,7200,0.09,230.61,705,3439.3,2177.12,230.61,574,570
0,10000,0.17,356.48,670,12702.88181,10000,3069.54,644,640
0,6000,0.14,206.5,680,6803.087516,6000,10.42,674,670
0,10200,0.11,333.89,680,11725.31824,10200,4413.34,684,680
0,22500,0.09,715.39,700,25742.77003,22500,715.36,724,720
0,12050,0.09,383.14,685,13796.70259,12050,382.75,569,565
1,25425,0.16,888.73,730,19550.61,12660.38,888.73,499,0
0,12000,0.05,361.38,720,12751.97093,12000,6612.06,719,715
0,3500,0.13,117.58,685,3545.75,3500,3548.24,754,750
0,10000,0.11,329.72,670,11177.54309,10000,6887.99,739,735
0,3700,0.09,118.51,725,4201.561576,3700,1477.78,754,750
0,14400,0.11,474.79,675,16975.43194,14400,4146.91,619,615
1,6500,0.14,222.13,670,4253.3,2383.79,222.13,559,555
0,6400,0.11,209.5,700,7484.537001,6400,2026.21,654,650
0,12000,0.16,419.46,690,13014.03846,12000,10911.54,649,645
0,26000,0.11,857.26,695,30729.34818,26000,5028.15,744,740
0,25000,0.19,916.28,715,28737.51291,25000,20517.37,789,785
0,35000,0.14,1204.57,665,38330.68538,35000,29870.53,729,725
0,5000,0.05,150.58,695,5418.565505,5000,300.33,714,710
0,10000,0.05,301.15,725,10838.35484,10000,301.06,784,780
1,8000,0.11,261.88,665,6572.12,5264.12,261.88,609,605
0,3500,0.14,120.46,735,4333.576726,3500,120.3,699,695
0,8000,0.1,259.99,700,8619.895034,8000,6284.65,659,655
0,6000,0.14,205.04,670,7118.688966,6000,154.37,704,700
0,25000,0.11,824.29,690,28814.17549,25000,12312.43,684,680
0,5000,0.11,164.86,675,5909.225296,5000,966.62,689,685
1,14400,0.13,488.6,660,11891.19,7275.67,488.6,574,570
0,7000,0.08,219.33,755,7574.678831,7000,4721.54,809,805
1,35000,0.11,1145.69,710,20232.63,13179.89,1145.69,559,555
0,15500,0.14,533.45,720,18578.77393,15500,7388.8,814,810
0,20000,0.11,659.43,695,23726.49689,20000,659.22,659,655
0,16000,0.11,527.55,700,18996.18526,16000,2591.07,764,760
0,3250,0.11,106.39,745,3518.020553,3250,2558.53,599,595
0,12000,0.13,403.12,675,13961.1028,12000,6310.35,744,740
0,4500,0.19,164.93,660,5923.463424,4500,650.45,669,665
0,20000,0.09,635.91,725,21473.01198,20000,15123.9,709,705
0,20400,0.1,662.96,660,23529.11765,20400,802.21,714,710
0,19975,0.13,671.02,705,23725.82855,19975,8221.4,734,730
0,20000,0.13,671.86,685,24193.97541,20000,671.78,694,690
1,24000,0.16,838.92,705,11638.54,4998.23,838.92,589,585
0,35000,0.11,1154,705,41456.14711,35000,5704.49,714,710
1,15000,0.19,549.77,665,6598.58,2995.52,549.77,504,500
0,15000,0.1,487.47,665,17268.65984,15000,6022.81,664,660
0,13000,0.14,447.41,685,15074.22794,13000,8779.09,689,685
0,3000,0.13,100.78,710,3065.16,3000,2966.51,664,660
0,8000,0.18,289.18,680,10112.85934,8000,3457.73,644,640
0,4000,0.13,135.73,675,4855.94387,4000,922.77,704,700
0,5000,0.1,162.49,685,5846.672836,5000,162.43,724,720
0,18000,0.09,572.32,660,19322.46407,18000,13608.25,679,675
0,18000,0.09,572.32,710,19414.86232,18000,12556.01,759,755
1,12000,0.09,384.34,675,10370.85,8673.87,384.34,524,520
0,3200,0.14,110.14,675,3947.258777,3200,219.25,699,695
0,5600,0.14,192.74,665,6933.689719,5600,192.3,674,670
1,10000,0.14,344.17,685,9649.67,7384.91,344.17,499,0
0,3000,0.09,96.09,690,3457.445497,3000,95.88,669,665
0,4000,0.09,128.12,735,4200.931622,4000,3078.32,759,755
0,5000,0.17,178.24,660,5543.959205,5000,2582.76,719,715
0,9900,0.19,362.85,680,12115.69777,9900,6320.54,689,685
0,35000,0.14,1196.05,720,40008.23147,35000,19740.73,754,750
1,35000,0.17,1247.68,660,26044.7,17777.45,500,639,635
0,9025,0.17,321.73,660,10493.69568,9025,6641.46,649,645
1,5000,0.14,172.09,670,4126.14,3088.64,172.09,564,560
0,18400,0.14,628.78,745,22621.73666,18400,628.74,744,740
0,5000,0.13,167.97,680,6048.57856,5000,167.86,599,595
0,15000,0.11,494.57,710,17625.10769,15000,4761.51,719,715
1,8000,0.16,279.64,665,4134.49,2265.86,279.64,564,560
1,4000,0.14,136.7,680,1967.93,1208.09,150,629,625
0,11100,0.07,342.69,715,12311.94942,11100,2694.58,579,575
0,7500,0.13,251.95,695,9080.716519,7500,251.82,724,720
0,4200,0.14,144.55,680,5293.805702,4200,1398.07,694,690
0,40000,0.07,1234.91,735,44365.98058,40000,7329.27,784,780
0,5000,0.19,183.26,670,6356.126545,5000,2313.41,674,670
0,3000,0.11,98.21,705,3533.388336,3000,97.87,714,710
0,10000,0.13,339.31,675,10200.15,10000,10207.64,659,655
0,17000,0.1,552.47,685,19329.01982,17000,8289.53,674,670
1,3200,0.14,109.36,675,3168.95,2469.26,109.36,589,585
1,14400,0.11,471.37,680,3844.15,1728.83,471.37,609,605
0,10000,0.09,317.96,670,11468.25321,10000,954.28,609,605
0,15000,0.09,476.93,700,16812.67321,15000,6804.63,669,665
0,6000,0.11,196.41,685,7011.397616,6000,1711.99,524,520
0,13500,0.07,416.78,810,14972.42108,13500,2474.26,814,810
0,9000,0.09,286.16,670,9447.481104,9000,7735.02,659,655
0,7000,0.11,229.14,685,8082.895861,7000,3046.09,754,750
0,21000,0.1,682.46,695,24490.2868,21000,682.15,699,695
0,16000,0.14,550.66,660,19317.44789,16000,7215.81,734,730
0,5000,0.13,167.97,665,5923.56858,5000,2063.81,784,780
0,8000,0.07,246.99,700,8881.301898,8000,980.73,714,710
0,3000,0.16,104.87,705,3772.485611,3000,104.64,644,640
0,16000,0.13,537.49,695,17480.33956,16000,9.99,704,700
0,8425,0.1,273.8,695,9848.676287,8425,818.19,579,575
0,7000,0.09,222.57,710,8008.836946,7000,222.39,764,760
0,1000,0.11,32.74,770,1088.961319,1000,40.73,754,750
0,15000,0.11,491.01,740,16765.02208,15000,2310.12,714,710
1,32625,0.16,1140.41,660,38084.15,7599.33,1140.41,699,695
0,35000,0.17,1247.68,670,45048.6035,35000,1307.52,624,620
0,16000,0.08,498.37,695,17652.02705,16000,7193.01,704,700
0,15000,0.18,542.22,710,19525.05376,15000,1085.55,574,570
0,7000,0.14,240.92,675,8335.147857,7000,3763.31,659,655
1,23300,0.18,842.24,710,10978.74,5259.27,2580.06,559,555
1,8500,0.18,307.26,715,3256.89,1719,307.26,549,545
1,12000,0.13,407.17,675,3012.4,272.27,407.17,589,585
1,2000,0.11,65.95,695,328.47,238.52,65.95,714,710
0,5000,0.08,155.74,690,5366.662528,5000,3499.89,609,605
0,5000,0.09,160.15,670,5762.402494,5000,159.79,714,710
1,10000,0.09,320.29,665,9603.43,8130.64,320.29,559,555
0,1000,0.11,32.74,665,1177.558532,1000,65.01,714,710
0,9000,0.1,292.48,670,9278.708752,9000,8698.99,684,680
0,6025,0.11,198.66,690,6069.584136,6025,195.14,759,755
0,2400,0.14,82.02,695,2858.238701,2400,1137.69,649,645
0,8500,0.14,290.47,745,9719.033731,8500,5959.44,729,725
0,6000,0.14,205.04,675,6955.252991,6000,1564.15,684,680
0,35000,0.19,1282.79,665,44333.34234,35000,17379.79,644,640
0,14950,0.18,540.41,690,19439.50423,14950,540.09,744,740
0,15225,0.17,542.74,715,18904.95252,15225,21.15,734,730
0,3600,0.13,120.94,660,4351.62585,3600,121.29,609,605
0,8000,0.16,279.64,690,8464.666947,8000,153.04,739,735
0,35000,0.11,1154,665,38010.57647,35000,27591.61,749,745
0,12000,0.13,403.12,715,14076.12585,12000,87.94,739,735
0,2400,0.13,80.63,665,2900.662194,2400,80.32,689,685
0,7000,0.13,237.52,720,8258.576164,7000,3505.57,704,700
0,6000,0.09,189.66,715,6662.901665,6000,3062.22,809,805
0,3600,0.13,120.94,680,4354.876448,3600,120.71,659,655
0,6500,0.09,205.47,705,7396.456249,6500,205.07,704,700
1,6000,0.17,213.89,660,3173.29,1673.64,213.89,499,0
1,10000,0.09,317.96,660,5141.55,3843.18,317.96,499,0
1,10000,0.16,349.55,670,4553.92,2329.3,349.55,529,525
0,4900,0.14,167.45,670,6024.238451,4900,167.3,609,605
0,20000,0.13,678.61,695,24414.92659,20000,678.57,684,680
0,10000,0.11,329.72,705,11104.93364,10000,7154.67,519,515
0,10000,0.18,361.48,665,10708.45534,10000,9569.05,659,655
0,16000,0.14,550.66,670,19024.85237,16000,9070.79,609,605
1,9800,0.16,342.56,675,4784.86,2481.73,1729.93,534,530
0,20000,0.11,659.43,680,20403.02519,20000,437.51,734,730
0,9100,0.11,297.88,690,10718.08748,9100,297.85,709,705
0,10000,0.16,349.55,700,12072.15942,10000,5089.82,684,680
0,12525,0.24,494.62,710,17789.26159,12525,494.6,704,700
1,20000,0.13,671.86,705,6351.65,2826.54,671.86,529,525
0,25000,0.09,794.88,730,25008.12,25000,25020.61,734,730
0,5600,0.09,179.36,730,6251.290377,5600,3193.32,739,735
0,8000,0.1,259.99,695,9117.216861,8000,3922.08,729,725
0,6000,0.09,192.17,665,6401.55,6000,4867.35,679,675
0,6000,0.13,201.56,685,7255.838879,6000,201.44,594,590
0,5000,0.11,163.67,680,5889.066116,5000,163.67,674,670
0,35000,0.14,1204.57,685,40856.92581,35000,21611.99,684,680
0,11000,0.13,373.24,660,11119.45,11000,11127.69,699,695
1,8400,0.14,289.1,670,9020.27,8311.09,7253.47,579,575
0,35000,0.11,1154,700,40059.74663,35000,19259.53,744,740
1,25000,0.18,903.69,660,10079.59,4459.98,903.69,499,0
0,15025,0.2,558.31,665,18629.91242,15025,9605.19,669,665
1,15000,0.18,542.22,670,3599.97,1298.21,542.22,629,625
0,10000,0.11,329.72,690,11863.21974,10000,329.4,649,645
0,7800,0.07,240.81,730,8673.531164,7800,240.64,774,770
0,1675,0.17,59.71,675,1904.423517,1675,1368.61,664,660
0,1400,0.14,48.19,675,1730.170267,1400,48.04,504,500
0,4000,0.11,130.94,720,4390.409664,4000,647.81,654,650
0,9800,0.17,349.35,685,12562.70423,9800,694.05,659,655
0,9000,0.09,286.16,680,10130.407,9000,2970,794,790
0,10000,0.09,320.29,720,11522.35885,10000,637.77,729,725
0,2800,0.11,91.66,730,3297.844225,2800,91.45,789,785
0,20000,0.13,671.86,715,22479.05799,20000,9159.09,689,685
0,9600,0.09,305.24,665,10988.20693,9600,305.01,634,630
1,5000,0.14,170.87,695,2850.16,1701.28,170.87,529,525
0,8000,0.09,254.37,720,9152.934453,8000,253.98,779,775
0,15000,0.13,503.9,690,18129.4513,15000,503.61,594,590
1,13975,0.18,505.16,670,9029.75,4923.78,505.16,549,545
0,9000,0.11,296.75,680,10679.583,9000,296.37,679,675
0,6000,0.08,188,700,6151.199105,6000,5589.86,699,695
1,10000,0.11,329.72,685,8111.35,5413.62,50,599,595
1,9000,0.18,325.33,660,4506.91,2258.73,325.33,534,530
0,8400,0.09,267.08,660,9581.810562,8400,130.29,669,665
0,22475,0.11,735.7,765,22484.61,22475,22498.33,789,785
0,7500,0.14,256.3,670,8935.885674,7500,3559.42,709,705
0,2500,0.13,83.99,680,2676.861915,2500,2174.7,669,665
0,1800,0.13,60.47,680,2174.205762,1800,179.98,664,660
0,13025,0.2,483.99,665,17409.14634,13025,483.96,694,690
0,5000,0.16,174.78,660,6287.511119,5000,174.54,679,675
1,35000,0.17,1247.68,680,25118.77,17248.78,1247.68,644,640
0,10000,0.09,320.29,705,11458.92964,10000,2811.1,704,700
0,6500,0.1,211.24,670,7340.840399,6500,3734.61,709,705
0,10000,0.13,339.31,665,12207.42792,10000,339.07,754,750
0,6025,0.17,214.78,665,6796.904613,6025,1254.79,694,690
0,16000,0.13,537.49,680,17808.96627,16000,1095.56,659,655
0,30000,0.1,974.94,680,34516.78394,30000,13006.91,659,655
0,10000,0.17,356.48,660,12840.14828,10000,360.52,664,660
0,8000,0.14,273.39,660,9852.721993,8000,2.43,684,680
0,3025,0.18,109.35,665,3599.081621,3025,2166.95,499,0
0,20000,0.14,683.46,660,24426.81197,20000,5282.16,749,745
0,13000,0.24,513.38,665,16255.29797,13000,8599.05,619,615
0,35000,0.09,1112.83,735,39795.33464,35000,983.65,719,715
0,15000,0.14,516.25,690,18572.53999,15000,515.87,729,725
0,5000,0.11,163.67,685,5889.066116,5000,163.67,744,740
0,4700,0.24,184.37,665,6626.001414,4700,548.05,624,620
0,5000,0.16,174.78,680,6194.185535,5000,1496.41,794,790
1,15000,0.13,508.96,665,2419.23,1032.53,508.96,684,680
0,6275,0.21,238,700,7645.837381,6275,511.93,724,720
1,8000,0.13,271.45,665,6299.92,4722.79,557.9,564,560
0,18000,0.1,584.96,750,21048.03259,18000,584.92,739,735
0,6000,0.13,203.59,680,7189.901976,6000,2308.24,664,660
0,15000,0.14,516.25,695,18602.73139,15000,515.88,674,670
0,16000,0.09,508.73,665,16005.6,16000,16013.59,719,715
0,9000,0.13,302.34,680,10403.99021,9000,5270.61,699,695
0,7875,0.22,302.35,755,10445.06356,7875,3667.9,719,715
0,12350,0.13,419.05,670,15217.47596,12350,3316.88,679,675
1,10000,0.14,344.17,670,9410.79,6475,116.37,634,630
0,2500,0.11,81.84,695,2944.495975,2500,81.63,674,670
1,14000,0.11,458.28,660,5782.31,2374.9,458.28,539,535
0,20000,0.09,632.19,730,22749.10131,20000,631.99,774,770
0,7000,0.11,230.8,685,8324.387252,7000,230.76,654,650
0,40000,0.09,1264.38,710,44633.79487,40000,19288.93,769,765
0,7200,0.11,237.4,680,7892.620523,7200,5523.22,709,705
0,10000,0.05,301.15,790,10388.88184,10000,7681.49,729,725
0,2400,0.11,78.57,665,2775.366745,2400,967.82,664,660
0,7000,0.11,230.8,675,8192.84483,7000,2427.31,669,665
0,13200,0.14,454.3,705,16365.08862,13200,453.97,734,730
0,18675,0.11,615.74,720,21593.93701,18675,9225.5,799,795
0,7000,0.14,240.92,665,8661.370307,7000,716.65,694,690
0,12000,0.09,379.32,700,13669.46967,12000,378.96,709,705
0,10000,0.1,324.98,730,10441.47213,10000,9139.26,739,735
0,21600,0.11,707.06,685,25397.46601,21600,736.1,654,650
1,1000,0.14,34.18,665,257.39,139.13,34.18,669,665
0,24000,0.11,791.32,675,28518.14698,24000,2360.07,744,740
